400	407.836
405	408.38742
410	409.01231
415	452.409345
420	460.5489
425	470.1724
430	361.40124
435	478.656165
440	508.48688
445	555.46502
450	621.28125
455	607.798555
460	623.16844
465	628.869255
470	615.45983
475	656.599625
480	672.49632
485	645.770225
490	651.76468
495	682.73073
500	645.6565
505	671.24196
510	685.31454
515	665.92899
520	662.34688
525	685.64265
530	724.34358
535	728.753995
540	695.37474
545	729.76808
550	724.2873
555	738.732195
560	716.8532
565	730.80942
570	712.72173
575	745.70025
580	756.1547
585	767.49309
590	680.71722
595	718.225095
600	737.7024
605	758.5006
610	749.38134
615	743.83143
620	769.513
625	750.65
630	742.7133
635	763.000125
640	758.1856
645	758.182665
650	718.58865
655	681.3441
660	728.11332
665	767.656715
670	758.35357
675	750.349575
680	743.3624
685	742.395465
690	671.14299
695	692.18664
700	688.6334
